Method,In_Degree,Out_Degree,In_Degree_Centrality,Out_Degree_Centrality,Betweenness_Centrality,Closeness_Centrality,PageRank,Clustering_Coefficient
"org.jsoup.parser.HtmlTreeBuilderState.7#process(org.jsoup.parser.Token,org.jsoup.parser.HtmlTreeBuilder)",2,98,0.002607561929595828,0.12777053455019557,0.010769004042935121,0.021724715962004097,0.004873857097519505,0.004648342764753436
org.jsoup.parser.HtmlTreeBuilderState.Constants#access.500(),1,0,0.001303780964797914,0.0,0.0,0.01714755399353778,0.0007435243489220681,0.0
org.jsoup.parser.HtmlTreeBuilder#aboveOnStack(org.jsoup.nodes.Element),1,0,0.001303780964797914,0.0,0.0,0.01714755399353778,0.0005973033231805886,0.0
"org.jsoup.nodes.Node.OuterHtmlVisitor#head(org.jsoup.nodes.Node,int)",1,5,0.001303780964797914,0.00651890482398957,0.003306401008529607,0.016122364613476645,0.0006005703399978986,0.0
"org.jsoup.nodes.DataNode#outerHtmlHead(java.lang.Appendable,int,org.jsoup.nodes.Document.OutputSettings)",1,1,0.001303780964797914,0.001303780964797914,0.00013446304989430183,0.01425025744536564,0.0006023470342883335,0.0
org.jsoup.parser.HtmlTreeBuilder#insertEmpty(org.jsoup.parser.Token.StartTag),6,9,0.007822685788787483,0.011734028683181226,0.001373229482830449,0.021561639866724616,0.0007202859796063084,0.03333333333333333
org.jsoup.parser.Tag#isEmpty(),2,0,0.002607561929595828,0.0,0.0,0.024732626873572455,0.0006062515579166378,0.0
org.jsoup.parser.HtmlTreeBuilder#inSelectScope(java.lang.String),1,1,0.001303780964797914,0.001303780964797914,0.0,0.016501830202986147,0.0006057667846138301,0.5
org.jsoup.nodes.Element#nodeName(),25,1,0.03259452411994785,0.001303780964797914,0.00013772533907950116,0.04945247954820274,0.008044677028088896,0.024615384615384615
"org.jsoup.nodes.Node#addChildren(int,org.jsoup.nodes.Node[])",2,5,0.002607561929595828,0.00651890482398957,0.0005006904705979804,0.01222206242588135,0.0010773421023836764,0.023809523809523808
"org.jsoup.helper.ChangeNotifyingArrayList#addAll(int,java.util.Collection)",1,1,0.001303780964797914,0.001303780964797914,2.382889491797754e-05,0.011098799938351571,0.0007690613286653867,0.0
org.jsoup.parser.HtmlTreeBuilder#maybeSetBaseUri(org.jsoup.nodes.Element),1,2,0.001303780964797914,0.002607561929595828,0.006556935772854049,0.01722243414198118,0.0005980086158159101,0.0
org.jsoup.nodes.Node#setBaseUri(java.lang.String),1,3,0.001303780964797914,0.003911342894393741,0.006503018894044251,0.014346165282828975,0.0008515331909903121,0.08333333333333333
"org.jsoup.parser.TokeniserState.21#read(org.jsoup.parser.Tokeniser,org.jsoup.parser.CharacterReader)",1,3,0.001303780964797914,0.003911342894393741,1.1181614381154138e-05,0.006009809399639908,0.0005973022440119201,0.0
org.jsoup.parser.Tokeniser#advanceTransition(org.jsoup.parser.TokeniserState),17,1,0.022164276401564535,0.001303780964797914,3.2339214531540946e-05,0.015130721196733686,0.002539213868880551,0.0032679738562091504
org.jsoup.parser.TreeBuilder#processEndTag(java.lang.String),10,4,0.01303780964797914,0.005215123859191656,0.0012689638258642705,0.01891455369826227,0.0017652566111364123,0.08241758241758242
org.jsoup.parser.Token.Tag#name(java.lang.String),5,1,0.00651890482398957,0.001303780964797914,6.507557731171483e-05,0.02288463026795973,0.001341075392117346,0.1
org.jsoup.select.CombiningEvaluator.And#CombiningEvaluator.And(org.jsoup.select.Evaluator[]),1,1,0.001303780964797914,0.001303780964797914,3.404127845425363e-06,0.0021729682746631897,0.0006816251465428143,0.0
org.jsoup.select.CombiningEvaluator.And#CombiningEvaluator.And(java.util.Collection),2,1,0.002607561929595828,0.001303780964797914,1.7020639227126814e-05,0.0036104703640557623,0.0011797906338550036,0.0
org.jsoup.nodes.Element#ensureChildNodes(),7,1,0.009126466753585397,0.001303780964797914,0.00038807057437849135,0.039222077357670575,0.005223586682515621,0.03571428571428571
org.jsoup.parser.TreeBuilder#processStartTag(java.lang.String),5,4,0.00651890482398957,0.005215123859191656,0.00015152369489738983,0.01751993222742266,0.0008198805037397099,0.1388888888888889
org.jsoup.parser.Token.StartTag#reset(),5,3,0.00651890482398957,0.003911342894393741,5.928855997449174e-05,0.024692477750694403,0.00249398310184079,0.06666666666666667
org.jsoup.nodes.Element#getElementById(java.lang.String),0,3,0.0,0.003911342894393741,0.0,0.0,0.000597299437010766,0.0
org.jsoup.select.Evaluator.Id#Evaluator.Id(java.lang.String),2,0,0.002607561929595828,0.0,0.0,0.00309044376840987,0.0009372975577969633,0.0
"org.jsoup.parser.HtmlTreeBuilderState.21#process(org.jsoup.parser.Token,org.jsoup.parser.HtmlTreeBuilder)",1,11,0.001303780964797914,0.014341590612777053,9.027298860766713e-05,0.020550406991084957,0.0005975069670251228,0.0
org.jsoup.parser.Token#isComment(),11,0,0.014341590612777053,0.0,0.0,0.02062937062937063,0.001305267475509712,0.0
"org.jsoup.parser.HtmlTreeBuilderState.14#process(org.jsoup.parser.Token,org.jsoup.parser.HtmlTreeBuilder)",1,16,0.001303780964797914,0.020860495436766623,0.0004868596056216216,0.020550406991084957,0.0005991820307124303,0.018518518518518517
org.jsoup.parser.HtmlTreeBuilder#inTableScope(java.lang.String),7,1,0.009126466753585397,0.001303780964797914,0.00010510244722750808,0.01817482681342714,0.0010660164129192688,0.03571428571428571
org.jsoup.parser.HtmlTreeBuilder#error(org.jsoup.parser.HtmlTreeBuilderState),16,4,0.020860495436766623,0.005215123859191656,0.0003529312727319918,0.022460041527838138,0.001447973940900408,0.007894736842105263
org.jsoup.nodes.Attributes#hasKey(java.lang.String),1,1,0.001303780964797914,0.001303780964797914,2.3119701616847256e-05,0.01714755399353778,0.0005973033231805886,0.0
org.jsoup.select.Elements#text(),0,1,0.0,0.001303780964797914,0.0,0.0,0.000597299437010766,0.0
org.jsoup.nodes.Element#text(),3,2,0.003911342894393741,0.002607561929595828,0.0010008135865550566,0.0041720990873533245,0.001594011482804325,0.0
"org.jsoup.parser.HtmlTreeBuilderState.13#process(org.jsoup.parser.Token,org.jsoup.parser.HtmlTreeBuilder)",1,14,0.001303780964797914,0.018252933507170794,0.00047470956980841803,0.020550406991084957,0.000598796617828625,0.028846153846153848
org.jsoup.parser.HtmlTreeBuilder#transition(org.jsoup.parser.HtmlTreeBuilderState),23,0,0.02998696219035202,0.0,0.0,0.02843245411693912,0.0021998929544760413,0.003952569169960474
"org.jsoup.parser.HtmlTreeBuilderState.1#process(org.jsoup.parser.Token,org.jsoup.parser.HtmlTreeBuilder)",1,19,0.001303780964797914,0.024771838331160364,0.0021724308672879614,0.020550406991084957,0.0005994340314441492,0.0
org.jsoup.parser.Token.Doctype#isForceQuirks(),1,0,0.001303780964797914,0.0,0.0,0.016433072577140374,0.0006018098767187471,0.0
"org.jsoup.parser.TokeniserState.26#read(org.jsoup.parser.Tokeniser,org.jsoup.parser.CharacterReader)",1,5,0.001303780964797914,0.00651890482398957,3.952192000669586e-05,0.006009809399639908,0.0005973008405113431,0.0
org.jsoup.parser.Token.Tag#appendTagName(char),2,1,0.002607561929595828,0.001303780964797914,6.808255690850726e-06,0.0058215336102604535,0.0007636718763953188,0.0
"org.jsoup.parser.HtmlTreeBuilderState.8#HtmlTreeBuilderState.8(java.lang.String,int)",0,1,0.0,0.001303780964797914,0.0,0.0,0.000597299437010766,0.0
"org.jsoup.parser.HtmlTreeBuilderState#HtmlTreeBuilderState(java.lang.String,int,org.jsoup.parser.HtmlTreeBuilderState.1)",23,1,0.02998696219035202,0.001303780964797914,3.9147470222391674e-05,0.02998696219035202,0.012278179871366585,0.0
org.jsoup.safety.Cleaner#createSafeElement(org.jsoup.nodes.Element),1,11,0.001303780964797914,0.014341590612777053,0.0014948092723903674,0.012817508716907296,0.0011591501866251356,0.030303030303030304
org.jsoup.nodes.Attributes#addAll(org.jsoup.nodes.Attributes),3,6,0.003911342894393741,0.007822685788787483,0.0008246499705542942,0.02325364245968481,0.000687026726091148,0.09722222222222222
org.jsoup.nodes.Node#outerHtml(java.lang.Appendable),2,3,0.002607561929595828,0.003911342894393741,0.0012867603255707872,0.00354918151528321,0.001925005744146713,0.0
"org.jsoup.select.NodeTraversor#traverse(org.jsoup.select.NodeVisitor,org.jsoup.nodes.Node)",5,15,0.00651890482398957,0.01955671447196871,0.012068938127706992,0.018671781015185584,0.0028948901866456193,0.0
"org.jsoup.Jsoup#clean(java.lang.String,java.lang.String,org.jsoup.safety.Whitelist)",1,5,0.001303780964797914,0.00651890482398957,0.0009310289657238367,0.001303780964797914,0.0011051638037218887,0.03333333333333333
"org.jsoup.Jsoup#parseBodyFragment(java.lang.String,java.lang.String)",1,1,0.001303780964797914,0.001303780964797914,0.001336687533970359,0.0017383746197305518,0.0007852318335922659,0.0
