Method,In_Degree,Out_Degree,In_Degree_Centrality,Out_Degree_Centrality,Betweenness_Centrality,Closeness_Centrality,PageRank,Clustering_Coefficient
"org.apache.commons.lang.text.ExtendedMessageFormat#readArgumentIndex(java.lang.String,java.text.ParsePosition)",2,2,0.08,0.08,0.006666666666666667,0.10285714285714284,0.025856651030588595,0.3333333333333333
"org.apache.commons.lang.text.ExtendedMessageFormat#seekNonWs(java.lang.String,java.text.ParsePosition)",3,2,0.12,0.08,0.04,0.15058823529411766,0.03739417195655078,0.1
org.apache.commons.lang.text.ExtendedMessageFormat#applyPattern(java.lang.String),1,9,0.04,0.36,0.08,0.08,0.09581584988035069,0.07777777777777778
org.apache.commons.lang.text.ExtendedMessageFormat#containsElements(java.util.Collection),2,0,0.08,0.0,0.0,0.10285714285714284,0.025183439467752953,0.5
"org.apache.commons.lang.text.ExtendedMessageFormat#parseFormatDescription(java.lang.String,java.text.ParsePosition)",1,2,0.04,0.08,0.0,0.07692307692307693,0.024510362656591917,0.3333333333333333
"org.apache.commons.lang.text.ExtendedMessageFormat#ExtendedMessageFormat(java.lang.String,java.util.Locale)",1,1,0.04,0.04,0.023333333333333334,0.04,0.04534396077524311,0.0
"org.apache.commons.lang.text.ExtendedMessageFormat#ExtendedMessageFormat(java.lang.String,java.util.Locale,java.util.Map)",2,1,0.08,0.04,0.065,0.09,0.08388691349551713,0.0
"org.apache.commons.lang.text.ExtendedMessageFormat#insertFormats(java.lang.String,java.util.ArrayList)",1,3,0.04,0.12,0.0,0.07692307692307693,0.024510295280754615,0.3333333333333333
org.apache.commons.lang.text.ExtendedMessageFormat#ExtendedMessageFormat(java.lang.String),0,1,0.0,0.04,0.0,0.0,0.02451022790491731,0.0
"org.apache.commons.lang.text.StrMatcher#isMatch(char[],int)",1,1,0.04,0.04,0.015000000000000001,0.12461538461538461,0.04040294203812383,0.0
"org.apache.commons.lang.text.StrMatcher.CharSetMatcher#isMatch(char[],int,int,int)",1,0,0.04,0.0,0.0,0.11111111111111112,0.05885319777925035,0.0
org.apache.commons.lang.text.ExtendedMessageFormat#getFormat(java.lang.String),1,0,0.04,0.0,0.0,0.07692307692307693,0.024510362656591917,0.0
"org.apache.commons.lang.text.ExtendedMessageFormat#appendQuotedString(java.lang.String,java.text.ParsePosition,java.lang.StringBuffer,boolean)",1,0,0.04,0.0,0.0,0.07692307692307693,0.10595180840222745,0.0
org.apache.commons.lang.text.StrMatcher#splitMatcher(),1,0,0.04,0.0,0.0,0.12461538461538461,0.04040294203812383,0.0
org.apache.commons.lang.text.ExtendedMessageFormat#next(java.text.ParsePosition),4,0,0.16,0.0,0.0,0.16,0.07325409817997601,0.3333333333333333
"org.apache.commons.lang.text.ExtendedMessageFormat#ExtendedMessageFormat(java.lang.String,java.util.Map)",0,1,0.0,0.04,0.0,0.0,0.02451022790491731,0.0
org.apache.commons.lang.Validate#isTrue(boolean),1,0,0.04,0.0,0.0,0.07692307692307693,0.024510497408266527,0.0
org.apache.commons.lang.SystemUtils#getJavaVersionTrimmed(),0,0,0.0,0.0,0.0,0.0,0.02451022790491731,0.0
org.apache.commons.lang.SystemUtils#getOSMatches(java.lang.String),0,0,0.0,0.0,0.0,0.0,0.02451022790491731,0.0
org.apache.commons.lang.SystemUtils#getJavaVersionAsInt(),0,0,0.0,0.0,0.0,0.0,0.02451022790491731,0.0
org.apache.commons.lang.SystemUtils#getJavaVersionAsFloat(),0,0,0.0,0.0,0.0,0.0,0.02451022790491731,0.0
org.apache.commons.lang.text.StrMatcher.CharMatcher#StrMatcher.CharMatcher(char),0,0,0.0,0.0,0.0,0.0,0.02451022790491731,0.0
org.apache.commons.lang.SystemUtils#getSystemProperty(java.lang.String),0,0,0.0,0.0,0.0,0.0,0.02451022790491731,0.0
"org.apache.commons.lang.SystemUtils#getOSMatches(java.lang.String,java.lang.String)",0,0,0.0,0.0,0.0,0.0,0.02451022790491731,0.0
org.apache.commons.lang.text.StrMatcher.CharSetMatcher#StrMatcher.CharSetMatcher(char[]),0,0,0.0,0.0,0.0,0.0,0.02451022790491731,0.0
org.apache.commons.lang.SystemUtils#getJavaVersionMatches(java.lang.String),0,0,0.0,0.0,0.0,0.0,0.02451022790491731,0.0
