Method,In_Degree,Out_Degree,In_Degree_Centrality,Out_Degree_Centrality,Betweenness_Centrality,Closeness_Centrality,PageRank,Clustering_Coefficient
org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream#hasZip64Extra(org.apache.commons.compress.archivers.zip.ZipArchiveEntry),2,1,0.009569377990430622,0.004784688995215311,0.0004600662495399337,0.013290802764486976,0.0030793086989188726,0.0
org.apache.commons.compress.archivers.zip.ZipArchiveEntry#getExtraField(org.apache.commons.compress.archivers.zip.ZipShort),4,2,0.019138755980861243,0.009569377990430622,0.0008932953011900379,0.03372622242968841,0.009669070652139998,0.0
org.apache.commons.compress.archivers.zip.ZipShort#getValue(byte[]),1,1,0.004784688995215311,0.004784688995215311,5.7508281192491714e-05,0.007655502392344498,0.003436400438173837,0.0
"org.apache.commons.compress.archivers.zip.ZipShort#getValue(byte[],int)",4,0,0.019138755980861243,0.0,0.0,0.02460697197539303,0.010991113252029285,0.08333333333333333
org.apache.commons.compress.archivers.zip.ZipFile#readCentralDirectoryEntry(java.util.Map),1,20,0.004784688995215311,0.09569377990430622,0.004244111152005889,0.007655502392344498,0.0045618601112349545,0.002380952380952381
"org.apache.commons.compress.archivers.zip.ZipFile.NameAndComment#ZipFile.NameAndComment(byte[],byte[],org.apache.commons.compress.archivers.zip.ZipFile.1)",1,1,0.004784688995215311,0.004784688995215311,0.00011501656238498343,0.007974481658692184,0.0029458973370906395,0.0
org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream#writeCentralFileHeader(org.apache.commons.compress.archivers.zip.ZipArchiveEntry),1,20,0.004784688995215311,0.09569377990430622,0.0012191755612808244,0.006379585326953747,0.003971519873353932,0.023809523809523808
org.apache.commons.compress.archivers.zip.ZipArchiveEntry#getSize(),6,0,0.028708133971291863,0.0,0.0,0.030758714969241284,0.007087892490281582,0.0
"org.apache.commons.compress.archivers.zip.ZipFile.2#compare(org.apache.commons.compress.archivers.zip.ZipArchiveEntry,org.apache.commons.compress.archivers.zip.ZipArchiveEntry)",1,2,0.004784688995215311,0.009569377990430622,9.201324990798675e-05,0.006379585326953747,0.007278150690161922,0.0
org.apache.commons.compress.archivers.zip.ZipFile.Entry#getOffsetEntry(),3,0,0.014354066985645932,0.0,0.0,0.020397884663812642,0.006738000081259771,0.0
org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream#writeLocalFileHeader(org.apache.commons.compress.archivers.zip.ZipArchiveEntry),1,17,0.004784688995215311,0.08133971291866028,0.000559747270273586,0.004784688995215311,0.0030142038746051297,0.026143790849673203
org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream#putArchiveEntry(org.apache.commons.compress.archivers.ArchiveEntry),0,8,0.0,0.03827751196172249,0.0,0.0,0.002829210227488126,0.08928571428571429
org.apache.commons.compress.archivers.zip.ZipArchiveEntry#getMethod(),12,0,0.057416267942583726,0.0,0.0,0.06012065737466194,0.01770180250690132,0.030303030303030304
org.apache.commons.compress.archivers.zip.ZipArchiveEntry#addExtraField(org.apache.commons.compress.archivers.zip.ZipExtraField),1,3,0.004784688995215311,0.014354066985645932,1.9169427064163905e-05,0.01291866028708134,0.002838848975344315,0.16666666666666666
org.apache.commons.compress.archivers.zip.Zip64ExtendedInformationExtraField#getHeaderId(),5,0,0.023923444976076555,0.0,0.0,0.026049973418394472,0.0038068101468707247,0.1
org.apache.commons.compress.archivers.zip.X7875_NewUnix#getLocalFileDataLength(),1,2,0.004784688995215311,0.009569377990430622,6.900993743099007e-05,0.014186183161252412,0.003370156498525904,0.0
org.apache.commons.compress.archivers.zip.X7875_NewUnix#trimLeadingZeroesForceMinLength(byte[]),2,0,0.009569377990430622,0.0,0.0,0.019936204146730464,0.005597138394522846,0.0
